gender,weight,height,age,activity_level,calories_needed
male,53,178,22,very_active,2366
female,65,176,22,light_exercise,2034
female,49,156,22,extra_active,2269
male,79,180,18,very_active,2870
male,88,158,18,very_active,2788
male,65,157,18,sedentary,1656
male,88,190,21,moderate_exercise,2792
male,98,178,21,moderate_exercise,2831
male,84,152,19,light_exercise,2109
female,87,166,24,very_active,2806
male,95,194,22,light_exercise,2601
male,77,188,20,moderate_exercise,2610
female,65,171,18,very_active,2532
male,69,176,20,very_active,2638
female,57,178,22,extra_active,2682
male,53,165,22,light_exercise,1774
male,63,194,22,light_exercise,2161
male,52,183,23,light_exercise,1908
male,81,178,19,very_active,2875
female,88,158,18,extra_active,3071
female,40,166,24,moderate_exercise,1793
female,59,169,20,light_exercise,1905
male,68,171,22,sedentary,1773
female,44,175,18,very_active,2213
female,65,166,23,sedentary,1694
male,91,186,24,very_active,3090
male,55,173,22,moderate_exercise,2108
male,51,183,18,moderate_exercise,2174
male,78,174,24,sedentary,1904
male,66,155,23,extra_active,2570
female,81,176,24,extra_active,3095
male,85,182,24,very_active,2944
male,70,150,18,very_active,2392
female,84,177,19,sedentary,2028
female,85,160,19,light_exercise,2192
male,68,171,20,very_active,2566
female,56,157,22,moderate_exercise,1969
male,70,156,18,moderate_exercise,2207
male,67,194,21,light_exercise,2223
female,69,176,19,sedentary,1841
female,79,175,21,extra_active,3074
male,53,158,19,extra_active,2397
female,83,150,20,extra_active,2862
female,54,157,19,moderate_exercise,1961
male,81,174,23,sedentary,1946
female,40,176,19,moderate_exercise,1928
male,77,162,24,extra_active,2853
male,85,199,21,very_active,3153
female,64,176,18,light_exercise,2047
female,68,179,21,moderate_exercise,2376
male,64,168,19,moderate_exercise,2223
female,58,152,20,extra_active,2411
male,70,187,22,light_exercise,2197
female,88,157,21,extra_active,3031
female,47,169,18,very_active,2200
male,76,167,18,moderate_exercise,2407
male,91,165,20,extra_active,3192
male,84,192,24,moderate_exercise,2726
male,54,194,20,moderate_exercise,2312
female,41,174,23,moderate_exercise,1893
male,98,160,24,moderate_exercise,2633
male,56,151,21,very_active,2135
male,72,192,21,very_active,2853
female,52,151,18,moderate_exercise,1880
female,61,166,24,sedentary,1640
male,89,156,24,extra_active,3010
male,91,170,22,moderate_exercise,2637
male,74,186,22,light_exercise,2243
female,84,153,19,moderate_exercise,2387
male,66,165,24,moderate_exercise,2186
male,80,194,18,moderate_exercise,2730
male,98,191,18,light_exercise,2644
male,94,165,23,moderate_exercise,2628
male,61,171,21,very_active,2437
male,58,177,23,extra_active,2679
male,74,166,24,extra_active,2843
female,74,163,18,extra_active,2865
female,62,174,24,sedentary,1712
male,83,169,21,light_exercise,2228
male,97,199,19,sedentary,2349
female,58,158,18,sedentary,1580
female,75,151,20,extra_active,2722
male,88,158,18,very_active,2788
female,75,176,21,moderate_exercise,2455
male,72,181,24,sedentary,1884
male,56,159,21,extra_active,2447
female,89,176,18,moderate_exercise,2695
female,66,177,18,sedentary,1818
male,72,163,21,very_active,2540
female,63,150,23,very_active,2228
male,68,165,20,extra_active,2755
male,63,179,21,extra_active,2817
male,52,166,20,light_exercise,1783
female,79,162,20,extra_active,2929
male,58,152,20,light_exercise,1745
female,71,152,18,moderate_exercise,2184
female,53,177,19,sedentary,1656
female,40,179,20,light_exercise,1729
male,57,185,20,moderate_exercise,2271
female,50,178,21,extra_active,2558
female,58,166,24,sedentary,1604
female,85,155,21,sedentary,1863
female,80,165,23,sedentary,1866
male,94,175,21,very_active,3049
female,48,165,20,light_exercise,1719
male,86,185,18,very_active,3045
male,70,178,22,very_active,2659
male,87,150,20,light_exercise,2126
female,69,173,19,extra_active,2879
male,60,155,19,very_active,2264
male,74,161,20,very_active,2562
male,66,155,23,very_active,2333
female,53,172,24,moderate_exercise,2052
female,72,165,19,extra_active,2841
female,52,160,20,extra_active,2392
female,79,174,19,very_active,2797
female,75,164,21,moderate_exercise,2339
male,91,189,21,sedentary,2190
male,98,157,18,light_exercise,2352
female,88,174,18,very_active,2961
male,96,187,24,moderate_exercise,2864
female,44,174,22,extra_active,2387
female,75,159,23,sedentary,1761
male,59,157,24,moderate_exercise,2000
female,56,163,18,moderate_exercise,2058
female,40,177,23,very_active,2122
female,63,174,23,sedentary,1730
male,51,188,23,light_exercise,1937
female,51,175,23,light_exercise,1826
female,75,163,23,sedentary,1791
female,86,170,23,extra_active,3128
male,74,157,21,extra_active,2765
female,61,179,24,sedentary,1737
male,84,195,22,very_active,3084
male,92,193,19,light_exercise,2572
female,62,155,21,light_exercise,1819
female,49,157,22,very_active,2070
female,53,151,22,sedentary,1443
female,62,155,22,sedentary,1581
female,53,158,19,moderate_exercise,1955
male,86,169,19,sedentary,1992
male,56,159,22,moderate_exercise,1988
female,40,166,24,extra_active,2197
male,90,180,20,very_active,3043
female,42,171,20,extra_active,2333
female,79,160,21,light_exercise,2096
female,59,177,19,sedentary,1728
male,96,176,24,moderate_exercise,2757
female,70,157,23,light_exercise,1932
male,79,186,20,very_active,2918
male,80,194,18,light_exercise,2422
male,59,174,21,extra_active,2682
male,55,181,22,light_exercise,1939
male,85,152,23,sedentary,1829
male,51,164,19,moderate_exercise,1982
male,73,161,20,sedentary,1770
female,84,169,18,light_exercise,2262
female,69,162,19,moderate_exercise,2242
male,91,174,24,extra_active,3261
female,58,161,18,light_exercise,1836
male,60,162,19,sedentary,1628
female,53,171,18,light_exercise,1853
male,60,191,21,extra_active,2903
male,51,183,18,extra_active,2665
male,71,162,22,light_exercise,1996
male,57,164,22,sedentary,1589
female,86,176,22,very_active,2914
female,44,163,19,very_active,2075
female,70,176,22,sedentary,1835
female,89,178,22,moderate_exercise,2684
female,47,177,21,light_exercise,1802
male,70,176,22,light_exercise,2102
female,85,174,20,sedentary,2012
male,72,191,24,moderate_exercise,2531
female,47,170,22,moderate_exercise,1955
male,52,182,21,moderate_exercise,2157
male,71,173,18,extra_active,2926
female,72,179,24,extra_active,2960
male,85,168,19,very_active,2836
male,98,178,19,light_exercise,2525
female,53,159,22,very_active,2161
male,52,180,21,light_exercise,1896
male,59,166,22,sedentary,1628
male,80,167,20,sedentary,1899
female,82,167,21,extra_active,3036
male,61,192,24,extra_active,2905
male,73,189,24,extra_active,3097
female,74,176,22,very_active,2707
male,62,159,23,extra_active,2542
male,81,193,24,extra_active,3297
female,81,159,20,extra_active,2931
male,91,161,18,sedentary,1998
male,70,174,22,light_exercise,2085
female,81,169,18,light_exercise,2221
female,74,152,23,moderate_exercise,2192
male,75,175,22,light_exercise,2163
male,60,175,21,moderate_exercise,2213
male,89,165,21,sedentary,1986
male,96,199,21,extra_active,3682
male,75,197,23,moderate_exercise,2643
female,83,174,19,moderate_exercise,2575
male,56,150,22,sedentary,1472
male,69,190,21,sedentary,1934
female,50,154,19,sedentary,1448
male,73,181,22,extra_active,3021
female,69,178,20,sedentary,1850
female,47,165,21,very_active,2131
female,48,170,24,very_active,2176
male,89,196,21,very_active,3190
female,88,168,20,light_exercise,2295
female,72,175,21,moderate_exercise,2399
female,66,156,19,moderate_exercise,2137
female,57,161,19,sedentary,1584
male,58,186,24,moderate_exercise,2265
male,57,181,21,light_exercise,1973
male,66,155,21,very_active,2351
female,82,167,20,very_active,2765
female,72,155,21,very_active,2454
male,57,159,19,very_active,2256
male,59,172,21,extra_active,2658
female,74,152,18,moderate_exercise,2230
male,78,177,19,light_exercise,2242
female,63,167,21,light_exercise,1936
male,66,195,18,very_active,2808
male,67,177,18,very_active,2631
female,75,162,20,sedentary,1802
male,53,154,24,sedentary,1454
female,41,161,20,extra_active,2195
female,63,160,24,sedentary,1619
female,81,179,22,extra_active,3150
female,65,165,23,light_exercise,1932
male,51,175,21,moderate_exercise,2074
female,54,176,18,light_exercise,1910
male,66,152,24,sedentary,1595
female,85,165,22,moderate_exercise,2496
female,84,163,22,very_active,2739
male,86,190,23,very_active,3056
female,51,166,23,extra_active,2416
female,67,153,24,sedentary,1614
male,98,183,24,light_exercise,2534
female,68,162,22,extra_active,2701
female,53,177,18,sedentary,1662
male,93,151,18,moderate_exercise,2515
female,40,155,24,extra_active,2067
male,89,157,18,very_active,2795
female,88,176,19,light_exercise,2370
female,59,176,23,extra_active,2687
male,99,172,20,very_active,3112
male,77,183,23,light_exercise,2252
female,71,179,21,extra_active,2969
male,97,150,22,moderate_exercise,2537
male,78,181,24,sedentary,1956
male,95,169,19,light_exercise,2407
male,62,169,22,moderate_exercise,2178
male,87,195,23,extra_active,3444
female,44,171,24,very_active,2118
male,61,189,19,moderate_exercise,2380
female,46,168,22,very_active,2137
female,75,151,21,extra_active,2713
male,95,193,19,very_active,3278
male,70,153,21,sedentary,1668
male,74,164,22,sedentary,1793
male,54,166,22,very_active,2254
male,70,155,18,moderate_exercise,2198
male,61,157,23,very_active,2269
female,54,163,20,sedentary,1557
male,67,181,19,extra_active,2936
female,40,173,21,extra_active,2309
female,48,164,19,light_exercise,1717
male,91,178,19,light_exercise,2429
male,84,154,24,moderate_exercise,2358
female,86,170,18,sedentary,2006
male,86,154,18,very_active,2711
female,44,172,19,sedentary,1511
male,54,171,23,very_active,2299
male,57,188,23,moderate_exercise,2277
female,65,170,19,light_exercise,2003
male,98,199,21,extra_active,3720
male,68,199,21,moderate_exercise,2570
female,83,155,20,moderate_exercise,2384
male,88,167,20,moderate_exercise,2577
male,84,199,19,sedentary,2193
female,74,151,22,very_active,2437
male,88,166,22,moderate_exercise,2552
female,74,174,22,light_exercise,2140
female,66,171,24,moderate_exercise,2244
male,94,199,22,light_exercise,2630
female,86,153,18,moderate_exercise,2426
male,77,188,18,very_active,2922
female,75,172,22,very_active,2681
female,51,162,19,extra_active,2406
male,56,188,20,very_active,2543
female,41,155,22,moderate_exercise,1717
male,98,156,18,extra_active,3238
male,89,157,18,extra_active,3078
male,58,177,21,sedentary,1704
female,49,176,18,very_active,2310
female,52,179,23,moderate_exercise,2112
female,64,174,20,extra_active,2786
male,52,182,20,moderate_exercise,2165
female,48,161,24,sedentary,1446
male,85,176,18,sedentary,2039
male,81,166,19,light_exercise,2188
female,88,159,23,extra_active,3036
female,83,152,22,moderate_exercise,2339
male,52,157,23,sedentary,1470
female,66,161,19,sedentary,1692
female,80,152,19,sedentary,1793
female,45,179,23,light_exercise,1778
male,58,160,23,very_active,2249
male,74,155,18,very_active,2515
male,80,158,21,very_active,2625
female,49,171,21,moderate_exercise,2004
male,80,167,24,very_active,2696
male,85,165,20,light_exercise,2228
male,90,199,22,very_active,3230
female,79,154,19,very_active,2581
female,71,159,23,very_active,2463
male,86,183,19,extra_active,3321
male,54,193,20,sedentary,1782
female,50,150,23,extra_active,2207
female,44,161,24,extra_active,2214
female,70,151,23,moderate_exercise,2120
male,66,171,21,sedentary,1755
male,81,171,20,sedentary,1941
male,82,164,20,very_active,2732
male,51,159,21,extra_active,2352
female,69,163,22,very_active,2480
male,65,164,18,very_active,2456
female,89,161,23,extra_active,3078
male,51,195,20,extra_active,2789
female,41,163,19,light_exercise,1613
female,69,155,20,moderate_exercise,2167
male,64,158,19,sedentary,1646
female,86,173,24,extra_active,3154
female,73,150,24,sedentary,1664
female,84,156,24,light_exercise,2109
male,78,161,19,sedentary,1836
male,66,199,23,moderate_exercise,2523
female,70,167,20,moderate_exercise,2298
male,67,198,20,very_active,2840
male,64,195,21,very_active,2747
male,82,179,18,moderate_exercise,2616
female,41,151,20,sedentary,1311
male,81,187,24,sedentary,2037
male,64,194,24,sedentary,1886
female,48,178,24,very_active,2262
male,87,161,22,light_exercise,2207
male,68,173,20,moderate_exercise,2325
male,86,198,21,light_exercise,2518
male,89,184,22,very_active,3052
female,60,179,18,moderate_exercise,2275
female,74,167,22,very_active,2609
male,82,170,19,light_exercise,2236
female,55,159,20,sedentary,1539
male,65,155,19,sedentary,1635
female,79,160,19,very_active,2646
male,90,167,23,light_exercise,2293
male,80,190,23,moderate_exercise,2653
female,62,164,18,moderate_exercise,2161
male,89,184,19,extra_active,3390
female,50,170,18,sedentary,1574
female,59,168,21,sedentary,1649
female,46,151,20,sedentary,1371
female,54,152,19,moderate_exercise,1913
female,50,169,23,light_exercise,1760
male,99,154,23,light_exercise,2305
female,43,166,20,extra_active,2292
female,71,162,22,extra_active,2758
male,76,175,23,moderate_exercise,2446
male,67,151,20,moderate_exercise,2097
female,69,155,23,very_active,2385
female,83,159,19,extra_active,2979
male,72,152,23,very_active,2405
female,68,176,21,extra_active,2877
female,45,162,23,extra_active,2254
female,58,151,20,sedentary,1515
female,89,158,21,light_exercise,2216
male,99,192,21,light_exercise,2646
male,99,178,23,extra_active,3470
male,92,169,20,light_exercise,2358
male,92,151,23,sedentary,1905
female,54,172,24,moderate_exercise,2068
male,57,194,20,moderate_exercise,2358
male,89,179,18,moderate_exercise,2725
female,61,166,20,moderate_exercise,2149
male,62,186,19,extra_active,2900
female,45,163,24,moderate_exercise,1841
female,89,179,23,light_exercise,2383
female,50,177,21,very_active,2312
female,71,162,21,moderate_exercise,2258
male,81,199,19,very_active,3101
male,96,180,23,very_active,3121
female,79,178,21,sedentary,1964
female,87,175,18,extra_active,3254
female,45,155,18,light_exercise,1606
male,83,185,19,sedentary,2076
female,42,168,18,extra_active,2316
male,90,193,24,light_exercise,2510
male,95,182,18,very_active,3168
female,58,171,21,very_active,2385
female,85,168,19,light_exercise,2260
female,53,166,19,moderate_exercise,2033
female,45,152,23,extra_active,2136
male,56,196,20,extra_active,2896
male,77,191,20,extra_active,3235
male,79,165,18,light_exercise,2159
male,72,150,21,extra_active,2644
male,80,172,20,extra_active,3067
female,56,168,24,very_active,2293
male,97,153,18,extra_active,3183
female,83,168,24,light_exercise,2199
male,75,168,19,light_exercise,2123
female,66,157,18,sedentary,1668
female,74,178,19,moderate_exercise,2475
male,76,170,23,extra_active,2938
female,79,156,22,light_exercise,2054
male,50,155,20,very_active,2083
male,81,155,24,extra_active,2846
female,79,156,24,moderate_exercise,2300
male,58,180,21,very_active,2482
female,69,164,23,very_active,2482
male,75,162,23,moderate_exercise,2304
male,79,166,21,moderate_exercise,2420
female,81,161,24,moderate_exercise,2380
male,76,192,24,sedentary,2015
female,77,166,19,sedentary,1862
female,40,168,22,sedentary,1415
female,44,166,20,moderate_exercise,1886
male,86,162,20,very_active,2780
female,71,163,19,moderate_exercise,2283
female,82,157,18,sedentary,1860
female,64,177,21,moderate_exercise,2294
male,80,198,20,very_active,3064
female,86,168,22,sedentary,1967
male,59,152,21,very_active,2198
male,62,198,21,moderate_exercise,2467
male,70,183,21,extra_active,2998
male,76,187,19,very_active,2885
female,61,166,20,light_exercise,1906
female,66,152,24,moderate_exercise,2060
male,77,170,24,very_active,2676
male,67,181,21,sedentary,1842
female,50,160,18,sedentary,1499
female,73,167,23,very_active,2584
female,57,172,24,very_active,2353
male,79,157,24,light_exercise,2049
male,79,155,20,sedentary,1797
female,50,178,22,moderate_exercise,2079
female,45,154,22,light_exercise,1570
male,84,162,18,extra_active,3043
female,82,159,22,light_exercise,2121
female,84,152,23,sedentary,1817
female,51,173,23,moderate_exercise,2039
female,49,161,19,extra_active,2356
male,76,172,19,moderate_exercise,2447
female,58,158,18,very_active,2271
female,82,170,18,sedentary,1958
female,80,176,22,very_active,2810
female,67,163,20,extra_active,2713
male,66,158,22,moderate_exercise,2134
male,57,162,24,extra_active,2473
male,92,190,19,moderate_exercise,2870
female,79,172,23,light_exercise,2185
male,62,177,23,sedentary,1740
male,53,155,23,moderate_exercise,1895
male,51,165,20,moderate_exercise,1984
female,42,169,22,moderate_exercise,1868
male,55,197,18,extra_active,2907
male,81,153,21,very_active,2588
female,88,160,22,light_exercise,2212
male,75,157,20,light_exercise,2022
male,73,153,23,light_exercise,1939
male,52,179,24,sedentary,1629
male,96,163,24,moderate_exercise,2632
female,71,156,23,moderate_exercise,2184
male,52,166,23,light_exercise,1762
female,48,159,20,extra_active,2304
male,80,199,19,moderate_exercise,2771
male,94,180,23,extra_active,3399
male,65,161,20,sedentary,1674
male,86,169,22,extra_active,3126
male,51,164,18,moderate_exercise,1990
male,88,178,23,light_exercise,2360
female,70,168,21,extra_active,2820
female,67,157,22,sedentary,1656
male,60,181,20,extra_active,2793
female,40,162,23,moderate_exercise,1762
female,74,165,22,sedentary,1800
female,60,162,19,moderate_exercise,2103
female,78,157,19,light_exercise,2070
male,59,189,22,light_exercise,2063
male,79,166,24,very_active,2668
female,69,173,24,moderate_exercise,2310
male,66,159,21,extra_active,2637
female,76,176,22,moderate_exercise,2463
male,96,194,23,light_exercise,2608
male,58,181,24,sedentary,1716
male,75,188,20,extra_active,3162
female,65,157,23,very_active,2338
female,77,172,20,sedentary,1901
female,71,172,18,moderate_exercise,2378
female,63,157,20,moderate_exercise,2093
female,78,156,18,light_exercise,2068
female,67,166,23,sedentary,1718
female,85,157,22,very_active,2691
male,86,153,22,moderate_exercise,2395
female,73,158,23,very_active,2487
male,57,169,20,moderate_exercise,2116
female,80,164,23,extra_active,2943
male,56,197,24,moderate_exercise,2341
female,45,155,24,very_active,1963
female,62,166,20,light_exercise,1920
female,70,179,22,light_exercise,2128
female,41,170,21,light_exercise,1659
male,52,161,23,extra_active,2375
male,85,188,21,very_active,3034
female,48,162,18,very_active,2142
male,61,152,19,sedentary,1565
female,61,178,18,moderate_exercise,2281
male,95,190,19,sedentary,2258
male,68,184,24,very_active,2672
female,73,164,20,extra_active,2839
male,97,168,24,moderate_exercise,2695
male,90,171,18,sedentary,2061
female,67,178,22,very_active,2607
female,53,173,24,extra_active,2527
male,82,188,21,sedentary,2075
male,99,196,20,extra_active,3713
female,56,152,24,very_active,2120
male,57,151,20,light_exercise,1723
male,92,164,19,moderate_exercise,2618
male,92,186,18,extra_active,3480
female,72,171,18,moderate_exercise,2384
female,63,172,20,very_active,2491
male,70,155,23,extra_active,2646
female,72,170,24,moderate_exercise,2327
male,83,162,22,sedentary,1886
female,54,161,19,light_exercise,1774
female,56,170,24,light_exercise,1845
male,64,189,18,extra_active,2983
male,91,195,21,extra_active,3539
female,72,159,19,light_exercise,2004
male,91,152,23,very_active,2732
female,73,175,19,light_exercise,2156
female,69,167,18,moderate_exercise,2298
male,54,157,19,moderate_exercise,1961
male,98,174,19,moderate_exercise,2808
female,45,172,18,sedentary,1529
male,92,191,23,extra_active,3492
female,88,153,19,light_exercise,2173
male,80,155,20,extra_active,2865
male,88,154,23,moderate_exercise,2428
female,55,159,22,very_active,2195
male,51,181,18,sedentary,1668
female,86,154,21,extra_active,2957
female,82,170,24,very_active,2763
female,40,153,20,light_exercise,1506
female,52,167,20,moderate_exercise,2019
male,52,175,21,very_active,2325
male,70,181,23,moderate_exercise,2411
female,44,178,24,moderate_exercise,1971
male,80,156,21,very_active,2603
male,57,158,23,moderate_exercise,1986
male,75,152,18,sedentary,1739
male,55,196,22,very_active,2594
female,56,171,23,moderate_exercise,2097
male,82,198,18,sedentary,2168
female,44,179,18,moderate_exercise,2027
female,54,174,24,very_active,2323
female,64,165,23,very_active,2407
male,51,187,19,extra_active,2703
male,65,173,24,light_exercise,1994
male,88,189,22,very_active,3088
male,69,164,24,sedentary,1721
female,59,179,19,extra_active,2760
female,47,163,23,light_exercise,1668
female,70,153,22,extra_active,2632
male,88,184,19,sedentary,2129
male,56,160,22,light_exercise,1772
male,74,196,22,light_exercise,2329
female,40,166,24,moderate_exercise,1793
male,56,175,21,sedentary,1665
female,41,156,22,light_exercise,1532
female,66,170,23,light_exercise,1989
male,55,188,21,moderate_exercise,2261
female,43,165,20,very_active,2070
female,56,170,18,very_active,2366
female,78,162,18,sedentary,1850
female,69,153,24,extra_active,2594
female,53,176,19,extra_active,2611
female,73,169,22,light_exercise,2083
female,70,154,21,moderate_exercise,2165
female,74,157,19,extra_active,2784
male,51,164,20,moderate_exercise,1975
male,94,166,21,very_active,2952
male,60,162,20,moderate_exercise,2095
male,81,181,23,very_active,2873
female,87,168,20,moderate_exercise,2571
female,53,161,24,moderate_exercise,1946
female,57,178,19,extra_active,2710
female,87,177,18,very_active,2976
female,84,167,22,moderate_exercise,2500
male,91,160,20,moderate_exercise,2556
male,53,197,18,sedentary,1812
male,81,184,23,light_exercise,2316
female,81,153,21,light_exercise,2063
female,75,177,24,light_exercise,2166
male,87,193,22,extra_active,3430
female,64,157,19,moderate_exercise,2116
male,81,189,22,light_exercise,2365
female,87,169,18,very_active,2890
female,60,175,22,very_active,2454
male,78,199,18,very_active,3058
female,44,179,20,light_exercise,1784
female,73,158,23,moderate_exercise,2234
male,53,195,18,moderate_exercise,2322
male,63,193,20,moderate_exercise,2442
male,96,177,21,moderate_exercise,2790
female,69,174,20,very_active,2616
female,74,174,19,sedentary,1886
female,41,162,18,extra_active,2226
male,51,171,19,very_active,2282
female,80,178,20,light_exercise,2271
male,58,161,22,very_active,2269
male,92,181,22,very_active,3071
female,71,159,18,extra_active,2760
female,60,162,20,light_exercise,1858
male,62,160,18,sedentary,1643
male,56,194,21,very_active,2599
female,75,154,18,light_exercise,2010
male,68,169,21,very_active,2536
female,76,160,22,light_exercise,2047
male,55,190,18,extra_active,2824
male,64,172,18,very_active,2525
female,79,157,19,moderate_exercise,2349
female,81,178,24,moderate_exercise,2544
male,86,191,19,very_active,3101
female,48,168,18,moderate_exercise,1982
female,44,173,18,light_exercise,1747
female,63,165,24,moderate_exercise,2139
female,48,162,19,light_exercise,1700
female,71,166,23,extra_active,2796
female,88,156,23,very_active,2724
male,97,189,24,very_active,3226
male,58,164,18,extra_active,2573
male,50,158,24,extra_active,2292
male,56,158,21,extra_active,2435
female,85,155,19,very_active,2696
male,94,163,20,moderate_exercise,2632
male,71,166,23,very_active,2538
male,78,164,23,sedentary,1835
female,41,179,24,light_exercise,1716
female,65,169,22,sedentary,1722
female,41,172,20,light_exercise,1683
female,82,161,22,light_exercise,2138
female,78,164,22,light_exercise,2109
female,55,152,18,moderate_exercise,1936
female,58,171,19,light_exercise,1915
female,72,151,19,moderate_exercise,2182
female,51,169,22,light_exercise,1781
female,56,163,23,sedentary,1563
female,49,171,18,moderate_exercise,2027
male,63,160,23,light_exercise,1862
female,80,157,19,light_exercise,2097
female,41,175,22,moderate_exercise,1911
male,66,193,19,light_exercise,2214
female,44,158,24,very_active,1978
female,81,174,21,sedentary,1958
male,79,176,23,very_active,2784
male,69,189,20,very_active,2778
female,67,150,23,sedentary,1598
female,58,178,21,light_exercise,1961
male,69,165,19,extra_active,2784
female,83,158,24,light_exercise,2113
male,65,161,24,light_exercise,1891
female,60,161,20,light_exercise,1850
female,55,158,24,light_exercise,1728
male,53,185,22,moderate_exercise,2194
female,67,179,23,light_exercise,2080
male,77,193,18,extra_active,3278
male,74,171,18,extra_active,2960
female,63,152,23,very_active,2249
male,85,193,22,extra_active,3392
female,47,165,20,moderate_exercise,1922
male,63,152,18,extra_active,2525
female,61,157,19,light_exercise,1836
male,81,156,23,extra_active,2867
female,63,175,21,very_active,2515
male,84,160,23,extra_active,2972
male,87,171,21,extra_active,3178
female,70,152,20,very_active,2396
male,69,175,22,light_exercise,2080
male,89,161,18,sedentary,1974
male,51,195,24,sedentary,1737
male,60,185,22,light_exercise,2042
female,68,155,22,sedentary,1653
female,40,151,21,very_active,1859
female,45,152,21,moderate_exercise,1758
female,83,159,19,very_active,2704
female,78,156,21,very_active,2569
male,95,169,24,sedentary,2070
female,48,173,22,sedentary,1548
female,42,166,24,extra_active,2235
female,65,155,18,extra_active,2599
male,53,191,24,very_active,2489
female,84,160,21,extra_active,2991
male,99,197,18,sedentary,2364
female,59,178,22,sedentary,1718
male,77,150,24,moderate_exercise,2211
female,49,167,18,moderate_exercise,1988
female,53,160,19,very_active,2198
male,54,167,20,extra_active,2513
female,60,164,20,sedentary,1637
female,89,177,18,moderate_exercise,2705
male,76,177,22,moderate_exercise,2473
female,65,151,22,light_exercise,1819
male,53,158,18,light_exercise,1741
male,72,155,24,light_exercise,1936
male,67,185,21,moderate_exercise,2418
male,64,199,20,very_active,2799
female,42,153,21,extra_active,2109
female,41,174,23,moderate_exercise,1893
male,73,156,23,light_exercise,1965
male,93,194,19,light_exercise,2594
male,79,174,22,light_exercise,2209
male,66,157,19,light_exercise,1905
female,85,155,23,very_active,2661
male,53,159,24,light_exercise,1709
female,87,171,21,very_active,2885
male,67,171,23,extra_active,2779
male,59,185,22,extra_active,2803
male,86,173,23,very_active,2873
male,70,163,22,very_active,2497
male,89,189,23,extra_active,3411
male,76,173,24,moderate_exercise,2418
male,57,182,19,very_active,2504
female,43,177,21,extra_active,2413
male,78,161,24,sedentary,1806
male,68,151,23,light_exercise,1853
male,73,151,19,light_exercise,1949
male,70,164,24,sedentary,1733
female,68,173,23,sedentary,1782
female,59,172,21,very_active,2413
female,41,173,21,moderate_exercise,1899
female,89,171,19,extra_active,3235
female,78,154,18,light_exercise,2051
male,72,182,23,light_exercise,2175
male,58,159,20,sedentary,1575
male,61,194,19,sedentary,1880
male,61,194,23,moderate_exercise,2397
male,70,162,23,light_exercise,1975
female,63,170,21,extra_active,2710
male,59,150,18,light_exercise,1755
female,49,172,24,light_exercise,1766
female,69,155,22,very_active,2394
female,60,161,19,moderate_exercise,2093
male,67,172,24,light_exercise,2013
male,77,176,21,light_exercise,2206
male,70,153,22,very_active,2390
female,88,166,20,very_active,2857
male,76,194,20,sedentary,2054
male,54,156,20,sedentary,1505
female,71,175,23,light_exercise,2101
male,52,175,19,very_active,2342
female,56,169,23,sedentary,1608
male,68,156,21,very_active,2396
female,60,174,23,very_active,2435
male,96,171,19,moderate_exercise,2748
female,88,161,20,very_active,2804
female,65,153,20,very_active,2321
male,85,169,24,extra_active,3088
female,75,171,24,extra_active,2922
male,55,179,18,extra_active,2694
female,82,154,21,sedentary,1820
male,73,155,22,light_exercise,1963
female,89,177,19,extra_active,3306
female,50,151,19,moderate_exercise,1841
female,75,170,23,light_exercise,2113
male,85,199,19,light_exercise,2527
male,70,192,21,very_active,2819
male,99,170,24,extra_active,3366
male,71,191,21,moderate_exercise,2539
female,75,173,24,light_exercise,2132
female,44,163,19,light_exercise,1654
male,54,173,21,moderate_exercise,2101
female,78,170,21,extra_active,2995
male,62,151,18,light_exercise,1805
male,94,154,20,sedentary,1970
male,98,178,23,moderate_exercise,2816
male,79,155,24,extra_active,2808
male,81,158,21,extra_active,2910
female,77,150,18,sedentary,1748
female,77,156,19,moderate_exercise,2308
female,67,164,19,sedentary,1727
male,57,166,22,extra_active,2539
male,60,162,18,very_active,2349
female,55,150,20,moderate_exercise,1901
female,65,152,19,moderate_exercise,2083
female,55,164,21,very_active,2258
female,79,163,19,extra_active,2950
male,76,187,20,very_active,2877
female,69,156,22,extra_active,2649
male,51,198,21,extra_active,2815
male,72,158,18,very_active,2512
male,94,170,19,sedentary,2096
female,49,151,22,very_active,2006
male,74,197,24,sedentary,2028
male,91,156,23,light_exercise,2212
male,94,158,18,sedentary,2012
female,81,179,21,very_active,2868
female,61,154,21,very_active,2254
male,97,166,23,very_active,2987
female,60,152,19,light_exercise,1779
male,57,198,18,moderate_exercise,2413
male,79,166,19,extra_active,2986
male,80,170,18,moderate_exercise,2498
female,51,165,21,extra_active,2423
male,93,176,18,very_active,3069
female,78,161,24,extra_active,2860
male,81,155,21,moderate_exercise,2345
male,79,153,20,extra_active,2822
male,65,163,20,very_active,2428
male,96,150,23,light_exercise,2230
female,65,165,22,very_active,2433
male,51,174,20,extra_active,2539
male,88,174,19,very_active,2952
male,75,167,24,sedentary,1815
female,65,175,18,sedentary,1791
male,56,161,22,very_active,2234
male,62,173,23,moderate_exercise,2209
female,78,171,18,sedentary,1917
female,44,176,19,very_active,2215
male,72,172,18,very_active,2663
female,61,161,21,moderate_exercise,2093
female,40,163,22,moderate_exercise,1779
male,84,198,21,sedentary,2174
male,59,180,19,extra_active,2772
male,93,182,18,sedentary,2180
female,81,154,24,light_exercise,2051
